number_people,date,timestamp,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour,Date.only
18,2016-05-16 08:13:53-07:00,29633,0,0,0,57.44,0,0,5,8,2016-05-16
19,2016-05-16 08:24:07-07:00,30247,0,0,0,57.44,0,0,5,8,2016-05-16
14,2016-05-16 08:34:12-07:00,30852,0,0,0,57.44,0,0,5,8,2016-05-16
22,2016-05-16 08:44:15-07:00,31455,0,0,0,57.44,0,0,5,8,2016-05-16
15,2016-05-16 08:54:19-07:00,32059,0,0,0,57.44,0,0,5,8,2016-05-16
17,2016-05-16 09:04:24-07:00,32664,0,0,0,58.05,0,0,5,9,2016-05-16
18,2016-05-16 09:14:28-07:00,33268,0,0,0,58.05,0,0,5,9,2016-05-16
21,2016-05-16 09:24:31-07:00,33871,0,0,0,58.05,0,0,5,9,2016-05-16
18,2016-05-16 09:34:34-07:00,34474,0,0,0,58.05,0,0,5,9,2016-05-16
15,2016-05-16 09:44:37-07:00,35077,0,0,0,58.05,0,0,5,9,2016-05-16
18,2016-05-16 09:54:39-07:00,35679,0,0,0,58.05,0,0,5,9,2016-05-16
22,2016-05-16 10:04:44-07:00,36284,0,0,0,60.16,0,0,5,10,2016-05-16
22,2016-05-16 10:14:52-07:00,36892,0,0,0,60.16,0,0,5,10,2016-05-16
20,2016-05-16 10:25:01-07:00,37501,0,0,0,60.16,0,0,5,10,2016-05-16
24,2016-05-16 10:35:09-07:00,38109,0,0,0,60.16,0,0,5,10,2016-05-16
21,2016-05-16 10:45:13-07:00,38713,0,0,0,60.16,0,0,5,10,2016-05-16
16,2016-05-16 10:55:16-07:00,39316,0,0,0,60.16,0,0,5,10,2016-05-16
22,2016-05-16 11:05:20-07:00,39920,0,0,0,61.51,0,0,5,11,2016-05-16
28,2016-05-16 11:15:24-07:00,40524,0,0,0,61.51,0,0,5,11,2016-05-16
28,2016-05-16 11:25:28-07:00,41128,0,0,0,61.51,0,0,5,11,2016-05-16
27,2016-05-16 11:35:33-07:00,41733,0,0,0,61.51,0,0,5,11,2016-05-16
31,2016-05-16 11:45:38-07:00,42338,0,0,0,61.51,0,0,5,11,2016-05-16
27,2016-05-16 11:55:43-07:00,42943,0,0,0,61.51,0,0,5,11,2016-05-16
33,2016-05-16 12:05:50-07:00,43550,0,0,0,64.07,0,0,5,12,2016-05-16
31,2016-05-16 12:15:56-07:00,44156,0,0,0,64.07,0,0,5,12,2016-05-16
33,2016-05-16 12:26:00-07:00,44760,0,0,0,64.07,0,0,5,12,2016-05-16
27,2016-05-16 12:36:06-07:00,45366,0,0,0,64.07,0,0,5,12,2016-05-16
31,2016-05-16 12:46:12-07:00,45972,0,0,0,64.07,0,0,5,12,2016-05-16
31,2016-05-16 12:56:17-07:00,46577,0,0,0,64.07,0,0,5,12,2016-05-16
25,2016-05-16 13:06:23-07:00,47183,0,0,0,65.41,0,0,5,13,2016-05-16
26,2016-05-16 13:16:29-07:00,47789,0,0,0,65.41,0,0,5,13,2016-05-16
23,2016-05-16 13:26:34-07:00,48394,0,0,0,65.41,0,0,5,13,2016-05-16
28,2016-05-16 13:36:37-07:00,48997,0,0,0,65.41,0,0,5,13,2016-05-16
30,2016-05-16 13:46:43-07:00,49603,0,0,0,65.41,0,0,5,13,2016-05-16
26,2016-05-16 13:56:49-07:00,50209,0,0,0,65.41,0,0,5,13,2016-05-16
26,2016-05-16 14:06:54-07:00,50814,0,0,0,66.86,0,0,5,14,2016-05-16
28,2016-05-16 14:16:59-07:00,51419,0,0,0,66.86,0,0,5,14,2016-05-16
28,2016-05-16 14:27:08-07:00,52028,0,0,0,66.86,0,0,5,14,2016-05-16
32,2016-05-16 14:37:17-07:00,52637,0,0,0,66.86,0,0,5,14,2016-05-16
30,2016-05-16 14:47:27-07:00,53247,0,0,0,66.86,0,0,5,14,2016-05-16
31,2016-05-16 14:57:39-07:00,53859,0,0,0,66.86,0,0,5,14,2016-05-16
33,2016-05-16 15:07:50-07:00,54470,0,0,0,66.86,0,0,5,15,2016-05-16
33,2016-05-16 15:17:56-07:00,55076,0,0,0,66.86,0,0,5,15,2016-05-16
33,2016-05-16 15:28:01-07:00,55681,0,0,0,66.86,0,0,5,15,2016-05-16
34,2016-05-16 15:38:07-07:00,56287,0,0,0,66.86,0,0,5,15,2016-05-16
33,2016-05-16 15:48:13-07:00,56893,0,0,0,66.86,0,0,5,15,2016-05-16
36,2016-05-16 15:58:20-07:00,57500,0,0,0,66.86,0,0,5,15,2016-05-16
35,2016-05-16 16:08:29-07:00,58109,0,0,0,66,0,0,5,16,2016-05-16
30,2016-05-16 16:18:35-07:00,58715,0,0,0,66,0,0,5,16,2016-05-16
32,2016-05-16 16:28:42-07:00,59322,0,0,0,66,0,0,5,16,2016-05-16
34,2016-05-16 16:38:47-07:00,59927,0,0,0,66,0,0,5,16,2016-05-16
31,2016-05-16 16:48:51-07:00,60531,0,0,0,66,0,0,5,16,2016-05-16
30,2016-05-16 16:58:58-07:00,61138,0,0,0,66,0,0,5,16,2016-05-16
34,2016-05-16 17:09:05-07:00,61745,0,0,0,62,0,0,5,17,2016-05-16
41,2016-05-16 17:19:12-07:00,62352,0,0,0,62,0,0,5,17,2016-05-16
41,2016-05-16 17:29:18-07:00,62958,0,0,0,62,0,0,5,17,2016-05-16
32,2016-05-16 17:39:25-07:00,63565,0,0,0,62,0,0,5,17,2016-05-16
43,2016-05-16 17:49:31-07:00,64171,0,0,0,62,0,0,5,17,2016-05-16
40,2016-05-16 17:59:39-07:00,64779,0,0,0,62,0,0,5,17,2016-05-16
42,2016-05-16 18:09:49-07:00,65389,0,0,0,59,0,0,5,18,2016-05-16
40,2016-05-16 18:19:57-07:00,65997,0,0,0,59,0,0,5,18,2016-05-16
57,2016-05-16 18:30:04-07:00,66604,0,0,0,59,0,0,5,18,2016-05-16
51,2016-05-16 18:40:13-07:00,67213,0,0,0,59,0,0,5,18,2016-05-16
42,2016-05-16 18:50:23-07:00,67823,0,0,0,59,0,0,5,18,2016-05-16
31,2016-05-16 19:00:32-07:00,68432,0,0,0,59,0,0,5,19,2016-05-16
39,2016-05-16 19:10:42-07:00,69042,0,0,0,59,0,0,5,19,2016-05-16
29,2016-05-16 19:20:48-07:00,69648,0,0,0,59,0,0,5,19,2016-05-16
39,2016-05-16 19:30:58-07:00,70258,0,0,0,59,0,0,5,19,2016-05-16
41,2016-05-16 19:41:06-07:00,70866,0,0,0,59,0,0,5,19,2016-05-16
36,2016-05-16 19:51:12-07:00,71472,0,0,0,59,0,0,5,19,2016-05-16
35,2016-05-16 20:01:18-07:00,72078,0,0,0,59.03,0,0,5,20,2016-05-16
36,2016-05-16 20:11:24-07:00,72684,0,0,0,59.03,0,0,5,20,2016-05-16
37,2016-05-16 20:21:29-07:00,73289,0,0,0,59.03,0,0,5,20,2016-05-16
39,2016-05-16 20:31:35-07:00,73895,0,0,0,59.03,0,0,5,20,2016-05-16
36,2016-05-16 20:41:41-07:00,74501,0,0,0,59.03,0,0,5,20,2016-05-16
31,2016-05-16 20:51:49-07:00,75109,0,0,0,59.03,0,0,5,20,2016-05-16
12,2016-05-17 07:05:00-07:00,25500,1,0,0,61.31,0,0,5,7,2016-05-17
14,2016-05-17 07:15:03-07:00,26103,1,0,0,61.31,0,0,5,7,2016-05-17
14,2016-05-17 07:25:06-07:00,26706,1,0,0,61.31,0,0,5,7,2016-05-17
20,2016-05-17 07:35:08-07:00,27308,1,0,0,61.31,0,0,5,7,2016-05-17
17,2016-05-17 07:45:12-07:00,27912,1,0,0,61.31,0,0,5,7,2016-05-17
12,2016-05-17 07:55:16-07:00,28516,1,0,0,61.31,0,0,5,7,2016-05-17
17,2016-05-17 08:05:24-07:00,29124,1,0,0,61.8,0,0,5,8,2016-05-17
15,2016-05-17 08:15:27-07:00,29727,1,0,0,61.8,0,0,5,8,2016-05-17
16,2016-05-17 08:25:32-07:00,30332,1,0,0,61.8,0,0,5,8,2016-05-17
18,2016-05-17 08:35:34-07:00,30934,1,0,0,61.8,0,0,5,8,2016-05-17
14,2016-05-17 08:45:37-07:00,31537,1,0,0,61.8,0,0,5,8,2016-05-17
17,2016-05-17 08:55:39-07:00,32139,1,0,0,61.8,0,0,5,8,2016-05-17
13,2016-05-17 09:05:41-07:00,32741,1,0,0,63.39,0,0,5,9,2016-05-17
16,2016-05-17 09:15:44-07:00,33344,1,0,0,63.39,0,0,5,9,2016-05-17
14,2016-05-17 09:25:46-07:00,33946,1,0,0,63.39,0,0,5,9,2016-05-17
15,2016-05-17 09:35:50-07:00,34550,1,0,0,63.39,0,0,5,9,2016-05-17
13,2016-05-17 09:45:53-07:00,35153,1,0,0,63.39,0,0,5,9,2016-05-17
17,2016-05-17 09:55:55-07:00,35755,1,0,0,63.39,0,0,5,9,2016-05-17
21,2016-05-17 10:05:58-07:00,36358,1,0,0,66.5,0,0,5,10,2016-05-17
23,2016-05-17 10:16:02-07:00,36962,1,0,0,66.5,0,0,5,10,2016-05-17
22,2016-05-17 10:26:05-07:00,37565,1,0,0,66.5,0,0,5,10,2016-05-17
24,2016-05-17 10:36:09-07:00,38169,1,0,0,66.5,0,0,5,10,2016-05-17
21,2016-05-17 10:46:13-07:00,38773,1,0,0,66.5,0,0,5,10,2016-05-17
25,2016-05-17 10:56:17-07:00,39377,1,0,0,66.5,0,0,5,10,2016-05-17
23,2016-05-17 11:06:27-07:00,39987,1,0,0,68.11,0,0,5,11,2016-05-17
21,2016-05-17 11:16:33-07:00,40593,1,0,0,68.11,0,0,5,11,2016-05-17
24,2016-05-17 11:26:38-07:00,41198,1,0,0,68.11,0,0,5,11,2016-05-17
22,2016-05-17 11:36:49-07:00,41809,1,0,0,68.11,0,0,5,11,2016-05-17
26,2016-05-17 11:46:59-07:00,42419,1,0,0,68.11,0,0,5,11,2016-05-17
23,2016-05-17 11:57:04-07:00,43024,1,0,0,68.11,0,0,5,11,2016-05-17
22,2016-05-17 12:07:13-07:00,43633,1,0,0,72.54,0,0,5,12,2016-05-17
21,2016-05-17 12:17:23-07:00,44243,1,0,0,72.54,0,0,5,12,2016-05-17
20,2016-05-17 12:27:28-07:00,44848,1,0,0,72.54,0,0,5,12,2016-05-17
21,2016-05-17 12:37:52-07:00,45472,1,0,0,72.54,0,0,5,12,2016-05-17
26,2016-05-17 12:48:02-07:00,46082,1,0,0,72.54,0,0,5,12,2016-05-17
17,2016-05-17 12:58:06-07:00,46686,1,0,0,72.54,0,0,5,12,2016-05-17
17,2016-05-17 13:08:18-07:00,47298,1,0,0,79.39,0,0,5,13,2016-05-17
15,2016-05-17 13:18:20-07:00,47900,1,0,0,79.39,0,0,5,13,2016-05-17
18,2016-05-17 13:28:24-07:00,48504,1,0,0,79.39,0,0,5,13,2016-05-17
17,2016-05-17 13:38:31-07:00,49111,1,0,0,79.39,0,0,5,13,2016-05-17
21,2016-05-17 13:48:45-07:00,49725,1,0,0,79.39,0,0,5,13,2016-05-17
17,2016-05-17 13:58:50-07:00,50330,1,0,0,79.39,0,0,5,13,2016-05-17
23,2016-05-17 14:08:55-07:00,50935,1,0,0,74.78,0,0,5,14,2016-05-17
19,2016-05-17 14:18:59-07:00,51539,1,0,0,74.78,0,0,5,14,2016-05-17
16,2016-05-17 14:29:03-07:00,52143,1,0,0,74.78,0,0,5,14,2016-05-17
20,2016-05-17 14:39:09-07:00,52749,1,0,0,74.78,0,0,5,14,2016-05-17
18,2016-05-17 14:49:14-07:00,53354,1,0,0,74.78,0,0,5,14,2016-05-17
20,2016-05-17 14:59:22-07:00,53962,1,0,0,74.78,0,0,5,14,2016-05-17
26,2016-05-17 15:09:27-07:00,54567,1,0,0,74.78,0,0,5,15,2016-05-17
27,2016-05-17 15:19:33-07:00,55173,1,0,0,74.78,0,0,5,15,2016-05-17
30,2016-05-17 15:29:41-07:00,55781,1,0,0,74.78,0,0,5,15,2016-05-17
30,2016-05-17 15:39:53-07:00,56393,1,0,0,74.78,0,0,5,15,2016-05-17
19,2016-05-17 15:49:59-07:00,56999,1,0,0,74.78,0,0,5,15,2016-05-17
21,2016-05-17 16:00:02-07:00,57602,1,0,0,73.9,0,0,5,16,2016-05-17
24,2016-05-17 16:10:17-07:00,58217,1,0,0,73.9,0,0,5,16,2016-05-17
25,2016-05-17 16:20:26-07:00,58826,1,0,0,73.9,0,0,5,16,2016-05-17
25,2016-05-17 16:30:30-07:00,59430,1,0,0,73.9,0,0,5,16,2016-05-17
24,2016-05-17 16:40:35-07:00,60035,1,0,0,73.9,0,0,5,16,2016-05-17
27,2016-05-17 16:50:40-07:00,60640,1,0,0,73.9,0,0,5,16,2016-05-17
34,2016-05-17 17:00:47-07:00,61247,1,0,0,64.56,0,0,5,17,2016-05-17
38,2016-05-17 17:11:02-07:00,61862,1,0,0,64.56,0,0,5,17,2016-05-17
38,2016-05-17 17:21:12-07:00,62472,1,0,0,64.56,0,0,5,17,2016-05-17
53,2016-05-17 17:31:27-07:00,63087,1,0,0,64.56,0,0,5,17,2016-05-17
33,2016-05-17 17:41:42-07:00,63702,1,0,0,64.56,0,0,5,17,2016-05-17
36,2016-05-17 17:51:55-07:00,64315,1,0,0,64.56,0,0,5,17,2016-05-17
26,2016-05-17 18:02:05-07:00,64925,1,0,0,64.56,0,0,5,18,2016-05-17
34,2016-05-17 18:12:15-07:00,65535,1,0,0,64.56,0,0,5,18,2016-05-17
48,2016-05-17 18:22:30-07:00,66150,1,0,0,64.56,0,0,5,18,2016-05-17
50,2016-05-17 18:32:45-07:00,66765,1,0,0,64.56,0,0,5,18,2016-05-17
44,2016-05-17 18:43:05-07:00,67385,1,0,0,64.56,0,0,5,18,2016-05-17
45,2016-05-17 18:53:16-07:00,67996,1,0,0,64.56,0,0,5,18,2016-05-17
42,2016-05-17 19:03:29-07:00,68609,1,0,0,64.56,0,0,5,19,2016-05-17
38,2016-05-17 19:13:36-07:00,69216,1,0,0,64.56,0,0,5,19,2016-05-17
38,2016-05-17 19:23:44-07:00,69824,1,0,0,64.56,0,0,5,19,2016-05-17
46,2016-05-17 19:33:53-07:00,70433,1,0,0,64.56,0,0,5,19,2016-05-17
42,2016-05-17 19:44:01-07:00,71041,1,0,0,64.56,0,0,5,19,2016-05-17
47,2016-05-17 19:54:07-07:00,71647,1,0,0,64.56,0,0,5,19,2016-05-17
39,2016-05-17 20:04:17-07:00,72257,1,0,0,64.56,0,0,5,20,2016-05-17
30,2016-05-17 20:14:27-07:00,72867,1,0,0,64.56,0,0,5,20,2016-05-17
36,2016-05-17 20:24:41-07:00,73481,1,0,0,64.56,0,0,5,20,2016-05-17
29,2016-05-17 20:34:57-07:00,74097,1,0,0,64.56,0,0,5,20,2016-05-17
35,2016-05-17 20:45:23-07:00,74723,1,0,0,64.56,0,0,5,20,2016-05-17
29,2016-05-17 20:55:32-07:00,75332,1,0,0,64.56,0,0,5,20,2016-05-17
10,2016-05-18 07:00:26-07:00,25226,2,0,0,61.26,0,0,5,7,2016-05-18
10,2016-05-18 07:10:27-07:00,25827,2,0,0,61.26,0,0,5,7,2016-05-18
13,2016-05-18 07:20:30-07:00,26430,2,0,0,61.26,0,0,5,7,2016-05-18
14,2016-05-18 07:30:34-07:00,27034,2,0,0,61.26,0,0,5,7,2016-05-18
18,2016-05-18 07:40:39-07:00,27639,2,0,0,61.26,0,0,5,7,2016-05-18
16,2016-05-18 07:50:43-07:00,28243,2,0,0,61.26,0,0,5,7,2016-05-18
15,2016-05-18 08:00:46-07:00,28846,2,0,0,62.74,0,0,5,8,2016-05-18
25,2016-05-18 08:10:48-07:00,29448,2,0,0,62.74,0,0,5,8,2016-05-18
17,2016-05-18 08:20:54-07:00,30054,2,0,0,62.74,0,0,5,8,2016-05-18
21,2016-05-18 08:30:58-07:00,30658,2,0,0,62.74,0,0,5,8,2016-05-18
17,2016-05-18 08:41:10-07:00,31270,2,0,0,62.74,0,0,5,8,2016-05-18
16,2016-05-18 08:51:13-07:00,31873,2,0,0,62.74,0,0,5,8,2016-05-18
22,2016-05-18 09:01:18-07:00,32478,2,0,0,63.17,0,0,5,9,2016-05-18
18,2016-05-18 09:11:27-07:00,33087,2,0,0,63.17,0,0,5,9,2016-05-18
16,2016-05-18 09:21:31-07:00,33691,2,0,0,63.17,0,0,5,9,2016-05-18
11,2016-05-18 09:31:34-07:00,34294,2,0,0,63.17,0,0,5,9,2016-05-18
18,2016-05-18 09:41:35-07:00,34895,2,0,0,63.17,0,0,5,9,2016-05-18
24,2016-05-18 09:51:39-07:00,35499,2,0,0,63.17,0,0,5,9,2016-05-18
23,2016-05-18 10:01:46-07:00,36106,2,0,0,63.09,0,0,5,10,2016-05-18
23,2016-05-18 10:11:55-07:00,36715,2,0,0,63.09,0,0,5,10,2016-05-18
29,2016-05-18 10:22:23-07:00,37343,2,0,0,63.09,0,0,5,10,2016-05-18
21,2016-05-18 10:32:35-07:00,37955,2,0,0,63.09,0,0,5,10,2016-05-18
20,2016-05-18 10:42:48-07:00,38568,2,0,0,63.09,0,0,5,10,2016-05-18
25,2016-05-18 10:52:57-07:00,39177,2,0,0,63.09,0,0,5,10,2016-05-18
19,2016-05-18 11:03:09-07:00,39789,2,0,0,65.67,0,0,5,11,2016-05-18
22,2016-05-18 11:13:14-07:00,40394,2,0,0,65.67,0,0,5,11,2016-05-18
23,2016-05-18 11:23:35-07:00,41015,2,0,0,65.67,0,0,5,11,2016-05-18
23,2016-05-18 11:33:53-07:00,41633,2,0,0,65.67,0,0,5,11,2016-05-18
25,2016-05-18 11:44:15-07:00,42255,2,0,0,65.67,0,0,5,11,2016-05-18
32,2016-05-18 11:54:23-07:00,42863,2,0,0,65.67,0,0,5,11,2016-05-18
29,2016-05-18 12:04:28-07:00,43468,2,0,0,64.76,0,0,5,12,2016-05-18
27,2016-05-18 12:14:34-07:00,44074,2,0,0,64.76,0,0,5,12,2016-05-18
24,2016-05-18 12:24:48-07:00,44688,2,0,0,64.76,0,0,5,12,2016-05-18
33,2016-05-18 12:34:59-07:00,45299,2,0,0,64.76,0,0,5,12,2016-05-18
31,2016-05-18 12:45:05-07:00,45905,2,0,0,64.76,0,0,5,12,2016-05-18
29,2016-05-18 12:55:19-07:00,46519,2,0,0,64.76,0,0,5,12,2016-05-18
32,2016-05-18 13:05:24-07:00,47124,2,0,0,64.09,0,0,5,13,2016-05-18
34,2016-05-18 13:15:28-07:00,47728,2,0,0,64.09,0,0,5,13,2016-05-18
25,2016-05-18 13:25:35-07:00,48335,2,0,0,64.09,0,0,5,13,2016-05-18
23,2016-05-18 13:35:38-07:00,48938,2,0,0,64.09,0,0,5,13,2016-05-18
18,2016-05-18 13:45:42-07:00,49542,2,0,0,64.09,0,0,5,13,2016-05-18
22,2016-05-18 13:55:45-07:00,50145,2,0,0,64.09,0,0,5,13,2016-05-18
25,2016-05-18 14:05:49-07:00,50749,2,0,0,65.56,0,0,5,14,2016-05-18
21,2016-05-18 14:16:00-07:00,51360,2,0,0,65.56,0,0,5,14,2016-05-18
25,2016-05-18 14:26:04-07:00,51964,2,0,0,65.56,0,0,5,14,2016-05-18
29,2016-05-18 14:36:10-07:00,52570,2,0,0,65.56,0,0,5,14,2016-05-18
20,2016-05-18 14:46:19-07:00,53179,2,0,0,65.56,0,0,5,14,2016-05-18
20,2016-05-18 14:56:22-07:00,53782,2,0,0,65.56,0,0,5,14,2016-05-18
26,2016-05-18 15:06:27-07:00,54387,2,0,0,65.56,0,0,5,15,2016-05-18
24,2016-05-18 15:16:32-07:00,54992,2,0,0,65.56,0,0,5,15,2016-05-18
23,2016-05-18 15:26:37-07:00,55597,2,0,0,65.56,0,0,5,15,2016-05-18
31,2016-05-18 15:36:50-07:00,56210,2,0,0,65.56,0,0,5,15,2016-05-18
30,2016-05-18 15:46:55-07:00,56815,2,0,0,65.56,0,0,5,15,2016-05-18
29,2016-05-18 15:57:02-07:00,57422,2,0,0,65.56,0,0,5,15,2016-05-18
30,2016-05-18 16:07:11-07:00,58031,2,0,0,65.56,0,0,5,16,2016-05-18
31,2016-05-18 16:17:18-07:00,58638,2,0,0,65.56,0,0,5,16,2016-05-18
38,2016-05-18 16:27:29-07:00,59249,2,0,0,65.56,0,0,5,16,2016-05-18
34,2016-05-18 16:38:01-07:00,59881,2,0,0,65.56,0,0,5,16,2016-05-18
27,2016-05-18 16:48:14-07:00,60494,2,0,0,65.56,0,0,5,16,2016-05-18
27,2016-05-18 16:58:21-07:00,61101,2,0,0,65.56,0,0,5,16,2016-05-18
38,2016-05-18 17:08:34-07:00,61714,2,0,0,62.14,0,0,5,17,2016-05-18
28,2016-05-18 17:18:43-07:00,62323,2,0,0,62.14,0,0,5,17,2016-05-18
35,2016-05-18 17:28:49-07:00,62929,2,0,0,62.14,0,0,5,17,2016-05-18
38,2016-05-18 17:38:58-07:00,63538,2,0,0,62.14,0,0,5,17,2016-05-18
33,2016-05-18 17:49:10-07:00,64150,2,0,0,62.14,0,0,5,17,2016-05-18
29,2016-05-18 17:59:16-07:00,64756,2,0,0,62.14,0,0,5,17,2016-05-18
33,2016-05-18 18:09:26-07:00,65366,2,0,0,62.14,0,0,5,18,2016-05-18
32,2016-05-18 18:19:31-07:00,65971,2,0,0,62.14,0,0,5,18,2016-05-18
37,2016-05-18 18:29:38-07:00,66578,2,0,0,62.14,0,0,5,18,2016-05-18
39,2016-05-18 18:39:50-07:00,67190,2,0,0,62.14,0,0,5,18,2016-05-18
31,2016-05-18 18:49:59-07:00,67799,2,0,0,62.14,0,0,5,18,2016-05-18
31,2016-05-18 19:00:06-07:00,68406,2,0,0,60,0,0,5,19,2016-05-18
42,2016-05-18 19:10:15-07:00,69015,2,0,0,60,0,0,5,19,2016-05-18
36,2016-05-18 19:20:23-07:00,69623,2,0,0,60,0,0,5,19,2016-05-18
34,2016-05-18 19:30:29-07:00,70229,2,0,0,60,0,0,5,19,2016-05-18
33,2016-05-18 19:40:35-07:00,70835,2,0,0,60,0,0,5,19,2016-05-18
31,2016-05-18 19:50:55-07:00,71455,2,0,0,60,0,0,5,19,2016-05-18
30,2016-05-18 20:01:02-07:00,72062,2,0,0,58.67,0,0,5,20,2016-05-18
20,2016-05-18 20:11:10-07:00,72670,2,0,0,58.67,0,0,5,20,2016-05-18
15,2016-05-18 20:21:16-07:00,73276,2,0,0,58.67,0,0,5,20,2016-05-18
19,2016-05-18 20:31:19-07:00,73879,2,0,0,58.67,0,0,5,20,2016-05-18
29,2016-05-18 20:41:23-07:00,74483,2,0,0,58.67,0,0,5,20,2016-05-18
26,2016-05-18 20:51:31-07:00,75091,2,0,0,58.67,0,0,5,20,2016-05-18
7,2016-05-19 07:05:13-07:00,25513,3,0,0,56.24,0,0,5,7,2016-05-19
12,2016-05-19 07:15:16-07:00,26116,3,0,0,56.24,0,0,5,7,2016-05-19
9,2016-05-19 07:25:20-07:00,26720,3,0,0,56.24,0,0,5,7,2016-05-19
15,2016-05-19 07:35:23-07:00,27323,3,0,0,56.24,0,0,5,7,2016-05-19
13,2016-05-19 07:45:28-07:00,27928,3,0,0,56.24,0,0,5,7,2016-05-19
17,2016-05-19 07:55:33-07:00,28533,3,0,0,56.24,0,0,5,7,2016-05-19
14,2016-05-19 08:05:38-07:00,29138,3,0,0,57.05,0,0,5,8,2016-05-19
13,2016-05-19 08:15:42-07:00,29742,3,0,0,57.05,0,0,5,8,2016-05-19
13,2016-05-19 08:25:48-07:00,30348,3,0,0,57.05,0,0,5,8,2016-05-19
18,2016-05-19 08:35:51-07:00,30951,3,0,0,57.05,0,0,5,8,2016-05-19
20,2016-05-19 08:45:56-07:00,31556,3,0,0,57.05,0,0,5,8,2016-05-19
13,2016-05-19 08:56:02-07:00,32162,3,0,0,57.05,0,0,5,8,2016-05-19
22,2016-05-19 09:06:07-07:00,32767,3,0,0,58.27,0,0,5,9,2016-05-19
10,2016-05-19 09:16:13-07:00,33373,3,0,0,58.27,0,0,5,9,2016-05-19
13,2016-05-19 09:26:20-07:00,33980,3,0,0,58.27,0,0,5,9,2016-05-19
14,2016-05-19 09:36:23-07:00,34583,3,0,0,58.27,0,0,5,9,2016-05-19
15,2016-05-19 09:46:27-07:00,35187,3,0,0,58.27,0,0,5,9,2016-05-19
17,2016-05-19 09:56:32-07:00,35792,3,0,0,58.27,0,0,5,9,2016-05-19
16,2016-05-19 10:06:38-07:00,36398,3,0,0,59.58,0,0,5,10,2016-05-19
25,2016-05-19 10:16:43-07:00,37003,3,0,0,59.58,0,0,5,10,2016-05-19
22,2016-05-19 10:26:49-07:00,37609,3,0,0,59.58,0,0,5,10,2016-05-19
29,2016-05-19 10:36:55-07:00,38215,3,0,0,59.58,0,0,5,10,2016-05-19
27,2016-05-19 10:47:03-07:00,38823,3,0,0,59.58,0,0,5,10,2016-05-19
23,2016-05-19 10:57:10-07:00,39430,3,0,0,59.58,0,0,5,10,2016-05-19
29,2016-05-19 11:07:26-07:00,40046,3,0,0,60.27,0,0,5,11,2016-05-19
27,2016-05-19 11:17:41-07:00,40661,3,0,0,60.27,0,0,5,11,2016-05-19
26,2016-05-19 11:27:56-07:00,41276,3,0,0,60.27,0,0,5,11,2016-05-19
28,2016-05-19 11:38:09-07:00,41889,3,0,0,60.27,0,0,5,11,2016-05-19
28,2016-05-19 11:48:19-07:00,42499,3,0,0,60.27,0,0,5,11,2016-05-19
40,2016-05-19 11:58:29-07:00,43109,3,0,0,60.27,0,0,5,11,2016-05-19
31,2016-05-19 12:08:40-07:00,43720,3,0,0,61.45,0,0,5,12,2016-05-19
25,2016-05-19 12:18:51-07:00,44331,3,0,0,61.45,0,0,5,12,2016-05-19
23,2016-05-19 12:29:00-07:00,44940,3,0,0,61.45,0,0,5,12,2016-05-19
25,2016-05-19 12:39:06-07:00,45546,3,0,0,61.45,0,0,5,12,2016-05-19
20,2016-05-19 12:49:09-07:00,46149,3,0,0,61.45,0,0,5,12,2016-05-19
26,2016-05-19 12:59:12-07:00,46752,3,0,0,61.45,0,0,5,12,2016-05-19
23,2016-05-19 13:09:16-07:00,47356,3,0,0,62.7,0,0,5,13,2016-05-19
35,2016-05-19 13:19:21-07:00,47961,3,0,0,62.7,0,0,5,13,2016-05-19
25,2016-05-19 13:29:26-07:00,48566,3,0,0,62.7,0,0,5,13,2016-05-19
28,2016-05-19 13:39:31-07:00,49171,3,0,0,62.7,0,0,5,13,2016-05-19
27,2016-05-19 13:49:37-07:00,49777,3,0,0,62.7,0,0,5,13,2016-05-19
24,2016-05-19 13:59:43-07:00,50383,3,0,0,62.7,0,0,5,13,2016-05-19
23,2016-05-19 14:09:48-07:00,50988,3,0,0,63,0,0,5,14,2016-05-19
22,2016-05-19 14:19:51-07:00,51591,3,0,0,63,0,0,5,14,2016-05-19
27,2016-05-19 14:29:56-07:00,52196,3,0,0,63,0,0,5,14,2016-05-19
25,2016-05-19 14:40:07-07:00,52807,3,0,0,63,0,0,5,14,2016-05-19
14,2016-05-19 14:50:14-07:00,53414,3,0,0,63,0,0,5,14,2016-05-19
21,2016-05-19 15:00:22-07:00,54022,3,0,0,63,0,0,5,15,2016-05-19
16,2016-05-19 15:10:27-07:00,54627,3,0,0,63,0,0,5,15,2016-05-19
25,2016-05-19 15:20:31-07:00,55231,3,0,0,63,0,0,5,15,2016-05-19
40,2016-05-19 15:30:41-07:00,55841,3,0,0,63,0,0,5,15,2016-05-19
32,2016-05-19 15:41:10-07:00,56470,3,0,0,63,0,0,5,15,2016-05-19
28,2016-05-19 15:51:27-07:00,57087,3,0,0,63,0,0,5,15,2016-05-19
26,2016-05-19 16:01:34-07:00,57694,3,0,0,63,0,0,5,16,2016-05-19
28,2016-05-19 16:11:42-07:00,58302,3,0,0,63,0,0,5,16,2016-05-19
34,2016-05-19 16:21:50-07:00,58910,3,0,0,63,0,0,5,16,2016-05-19
